ra dec P dP A T0 V I J H K Jsigma Hsigma Ksigma quality T2mass
10.160875 -73.220639 3.1681377 5.7e-06 0.505 6001.39436 16.725 15.97 13.222 12.982 12.836 0.027 0.025 0.024 AAA 2451876.609
10.179542 -73.385167 17.4636067 0.0001494 0.394 6005.98618 14.733 13.755 13.841 13.408 13.371 0.033 0.028 0.027 AAA 2451876.6097
10.160875 -73.220639 1.9133913 2.4e-06 0.513 6001.48125 17.425 16.709 13.222 12.982 12.836 0.027 0.025 0.024 AAA 2451876.609
10.126 -73.081806 1.6216094 1.3e-06 0.544 6001.40929 17.059 16.421 15.861 15.571 15.583 0.05 0.069 0.100 AAA 2451876.6085
10.160875 -73.220639 13.4793779 9.27e-05 0.47 6000.87185 14.787 13.993 13.222 12.982 12.836 0.027 0.025 0.024 AAA 2451876.609
10.17325 -73.340667 2.2325666 2.2e-06 0.758 6001.40516 17.153 16.512 16.004 15.689 15.438 0.042 0.071 0.088 AAA 2451876.6095
10.179542 -73.385167 10.2519541 0.0002922 0.064 6003.09332 15.297 14.421 13.841 13.408 13.371 0.033 0.028 0.027 AAA 2451876.6097
10.098542 -73.673556 28.4414673 0.0003559 0.677 6006.53926 14.095 13.147 13.688 13.235 13.172 0.025 0.024 0.024 AAA 2451876.6108
10.207375 -73.287694 2.2481041 3.1e-06 0.41 6001.36745 16.559 15.744 15.122 14.78 14.643 0.029 0.036 0.046 AAA 2451876.6093
10.207375 -73.287694 2.0178223 1.9e-06 0.702 6001.50281 17.197 16.546 15.122 14.78 14.643 0.029 0.036 0.046 AAA 2451876.6093
10.226708 -74.230389 1.6915927 1.4e-06 0.769 6000.06897 17.334 16.73 16.367 15.889 15.913 0.054 0.084 0.139 AAB 2451876.6131
9.956333 -74.518167 2.6227441 2.8e-06 0.766 6001.51602 16.876 16.369 15.662 15.303 15.2 0.034 0.056 0.078 AAA 2451876.5918
10.266125 -73.527722 13.0907701 0.0001354 0.476 6002.51578 14.754 13.982 13.483 13.168 13.094 0.023 0.022 0.022 AAA 2451876.6103
10.274542 -73.415111 1.4740199 1.4e-06 0.633 6000.78052 17.908 17.192 16.615 16.332 16.137 0.059 0.120 0.170 ABC 2451876.6098
10.207375 -73.287694 1.6303457 1.8e-06 0.556 6000.38488 17.425 16.865 15.122 14.78 14.643 0.029 0.036 0.046 AAA 2451876.6093
10.31 -73.543 2.306253 2.2e-06 0.788 6000.6687 16.821 16.219 16.028 15.58 15.518 0.044 0.066 0.099 AAA 2451876.6103
10.313125 -73.089694 1.5269412 1.1e-06 0.716 6000.93957 17.367 16.74 16.312 16.115 16.029 0.052 0.108 0.143 AAB 2451876.6085
10.43625 -73.242556 1.4617763 2.2e-06 0.378 6000.62662 17.79 17.059 16.374 16.033 16.058 0.055 0.094 0.162 AAC 2451876.6091
10.179542 -73.385167 7.482471 1.85e-05 0.498 6002.19962 15.135 14.467 13.841 13.408 13.371 0.033 0.028 0.027 AAA 2451876.6097
10.366375 -73.221417 1.4665644 3.2e-06 0.272 6000.36352 17.625 16.945 16.34 16.073 15.697 0.052 0.098 0.119 AAB 2451876.609
10.524125 -73.042083 3.2420726 1.01e-05 0.378 6000.64718 16.69 15.877 16.435 15.903 15.627 0.06 0.079 0.108 AAA 2451923.5528
10.226708 -74.230389 1.7184529 1.7e-06 0.638 6000.83125 17.652 17.003 16.367 15.889 15.913 0.054 0.084 0.139 AAB 2451876.6131
9.93275 -74.345778 1.2495095 1.8e-06 0.608 6001.13014 18.026 17.445 15.412 15.149 14.999 0.028 0.047 0.063 AAA 2451876.5925
10.431083 -73.723306 128.1967461 0.3025574 0.691 6112.87203 -99.99 10.911 10.32 9.971 9.767 0.039 0.067 0.037 AAA 2451876.611
10.43625 -73.242556 1.812112 3.6e-06 0.345 6001.4741 17.485 16.761 16.374 16.033 16.058 0.055 0.094 0.162 AAC 2451876.6091
10.44225 -73.237444 3.1653084 4.4e-06 0.826 6002.48366 16.554 15.886 15.376 14.991 14.986 0.031 0.048 0.064 AAA 2451876.6091
10.45225 -73.294778 1.6850349 1.9e-06 0.486 6001.40909 17.526 16.824 16.239 16.005 16.053 0.048 0.090 0.148 AAB 2451876.6093
10.431083 -73.723306 12.4088108 9.85e-05 0.428 6007.10876 15.055 14.261 10.32 9.971 9.767 0.039 0.067 0.037 AAA 2451876.611
10.366375 -73.221417 2.1662971 2.2e-06 0.803 6000.91097 16.893 16.315 16.34 16.073 15.697 0.052 0.098 0.119 AAB 2451876.609
10.274542 -73.415111 2.4746091 3.4e-06 0.74 6001.84138 16.696 16.097 16.615 16.332 16.137 0.059 0.120 0.170 ABC 2451876.6098
10.366375 -73.221417 1.9987474 2.4e-06 0.824 6001.54201 16.849 16.254 16.34 16.073 15.697 0.052 0.098 0.119 AAB 2451876.609
10.31 -73.543 16.7419693 0.0001121 0.618 6007.74098 14.524 13.655 16.028 15.58 15.518 0.044 0.066 0.099 AAA 2451876.6103
10.313125 -73.089694 1.4582007 2.2e-06 0.409 6000.78039 17.785 17.054 16.312 16.115 16.029 0.052 0.108 0.143 AAB 2451876.6085
10.31 -73.543 10.6808223 5.48e-05 0.394 6010.39896 15.134 14.314 16.028 15.58 15.518 0.044 0.066 0.099 AAA 2451876.6103
10.226708 -74.230389 1.1460034 2.1e-06 0.315 6000.3857 17.827 17.217 16.367 15.889 15.913 0.054 0.084 0.139 AAB 2451876.6131
10.524125 -73.042083 1.3900881 1.3e-06 0.788 6000.95573 17.599 16.972 16.435 15.903 15.627 0.06 0.079 0.108 AAA 2451923.5528
10.274542 -73.415111 2.4053557 8e-07 0.569 6000.17458 -99.99 16.453 16.615 16.332 16.137 0.059 0.120 0.170 ABC 2451876.6098
10.45225 -73.294778 1.305111 1.9e-06 0.35 6000.71478 17.831 17.165 16.239 16.005 16.053 0.048 0.090 0.148 AAB 2451876.6093
10.431083 -73.723306 2.0247035 2.3e-06 0.827 6000.62667 17.158 16.558 10.32 9.971 9.767 0.039 0.067 0.037 AAA 2451876.611
10.524125 -73.042083 2.0662846 2.4e-06 0.613 6000.64073 17.425 16.643 16.435 15.903 15.627 0.06 0.079 0.108 AAA 2451923.5528
10.524125 -73.042083 4.0373192 2.98e-05 0.149 6001.99758 16.443 15.671 16.435 15.903 15.627 0.06 0.079 0.108 AAA 2451923.5528
10.45225 -73.294778 8.8434024 4.07e-05 0.317 6000.87842 15.487 14.635 16.239 16.005 16.053 0.048 0.090 0.148 AAB 2451876.6093
10.45225 -73.294778 1.4556836 1.3e-06 0.616 6001.01573 17.548 16.931 16.239 16.005 16.053 0.048 0.090 0.148 AAB 2451876.6093
10.743833 -73.123306 1.2759653 3.2e-06 0.289 6000.48507 17.755 17.15 16.563 16.299 16.166 0.061 0.105 0.178 AAC 2451923.5525
10.524125 -73.042083 1.4775159 1.1e-06 0.748 6000.67958 17.482 16.841 16.435 15.903 15.627 0.06 0.079 0.108 AAA 2451923.5528
10.431083 -73.723306 4.3883984 1.08e-05 0.446 6001.49969 16.432 15.688 10.32 9.971 9.767 0.039 0.067 0.037 AAA 2451876.611
10.583042 -74.035917 1.2833386 1.1e-06 0.425 6000.5552 17.326 16.712 16.316 15.984 15.941 0.047 0.073 0.135 AAB 2451923.5488
10.760958 -73.8915 1.4252491 1.5e-06 0.638 6000.17751 17.985 17.358 16.708 16.407 16.108 0.063 0.110 0.156 ABC 2451923.5494
10.524125 -73.042083 1.6518037 3.5e-06 0.318 6000.57263 17.708 16.974 16.435 15.903 15.627 0.06 0.079 0.108 AAA 2451923.5528
10.45225 -73.294778 2.3158508 6.6e-06 0.312 6000.277 16.989 16.324 16.239 16.005 16.053 0.048 0.090 0.148 AAB 2451876.6093
10.711333 -73.505056 1.295073 1.8e-06 0.677 6000.09104 17.98 17.306 15.048 14.657 14.678 0.029 0.038 0.051 AAA 2451923.5509
10.760958 -73.8915 1.460215 2e-06 0.415 6000.58907 17.793 17.138 16.708 16.407 16.108 0.063 0.110 0.156 ABC 2451923.5494
10.774417 -73.082222 1.312513 1e-06 0.549 6001.01961 18.104 17.412 15.631 15.261 15.269 0.039 0.047 0.081 AAA 2451923.5526
10.431083 -73.723306 1.219464 1.3e-06 0.25 6000.54277 17.383 16.505 10.32 9.971 9.767 0.039 0.067 0.037 AAA 2451876.611
10.6715 -73.202056 2.0113832 1.7e-06 0.731 6000.43917 16.945 16.345 15.732 15.612 15.578 0.037 0.064 0.117 AAB 2451923.5521
10.6715 -73.202056 2.1897515 3.9e-06 0.393 6001.02117 17.262 16.512 15.732 15.612 15.578 0.037 0.064 0.117 AAB 2451923.5521
9.956333 -74.518167 1.0675811 1.5e-06 0.359 6000.62939 18.212 17.596 15.662 15.303 15.2 0.034 0.056 0.078 AAA 2451876.5918
10.711333 -73.505056 4.2624242 3.27e-05 0.157 6001.95436 16.428 15.649 15.048 14.657 14.678 0.029 0.038 0.051 AAA 2451923.5509
10.774417 -73.082222 1.3445585 1.2e-06 0.708 6000.55187 17.745 17.119 15.631 15.261 15.269 0.039 0.047 0.081 AAA 2451923.5526
10.760958 -73.8915 2.6382866 3.2e-06 0.794 6001.31869 -99.99 16.175 16.708 16.407 16.108 0.063 0.110 0.156 ABC 2451923.5494
10.947875 -73.3355 1.0822838 9e-07 0.593 6000.59413 18.201 17.441 14.514 14.338 14.204 0.025 0.035 0.040 AAA 2451902.5623
10.733625 -73.159889 3.241756 4.1e-06 0.688 6000.90377 16.493 15.822 14.715 14.294 14.275 0.028 0.039 0.047 AAA 2451923.5523
10.743833 -73.123306 2.0081585 5.2e-06 0.316 6000.87921 17.208 16.515 16.563 16.299 16.166 0.061 0.105 0.178 AAC 2451923.5525
10.947875 -73.3355 4.7581508 0.0001087 0.053 6000.08037 15.884 15.025 14.514 14.338 14.204 0.025 0.035 0.040 AAA 2451902.5623
10.774417 -73.082222 6.311806 8.25e-05 0.107 6002.23091 16.038 15.217 15.631 15.261 15.269 0.039 0.047 0.081 AAA 2451923.5526
10.743833 -73.123306 1.5125407 1.3e-06 0.624 6000.5229 17.605 16.951 16.563 16.299 16.166 0.061 0.105 0.178 AAC 2451923.5525
10.733625 -73.159889 1.7308416 1.7e-06 0.624 6000.10397 17.117 16.539 14.715 14.294 14.275 0.028 0.039 0.047 AAA 2451923.5523
10.947875 -73.3355 6.2287886 1.98e-05 0.575 6003.4723 15.986 15.258 14.514 14.338 14.204 0.025 0.035 0.040 AAA 2451902.5623
10.733625 -73.159889 1.6142195 3.9e-06 0.304 6001.12019 17.644 16.944 14.715 14.294 14.275 0.028 0.039 0.047 AAA 2451923.5523
10.774417 -73.082222 1.3000148 1.1e-06 0.68 6000.56328 17.814 17.151 15.631 15.261 15.269 0.039 0.047 0.081 AAA 2451923.5526
10.733625 -73.159889 1.850813 3.1e-06 0.221 6001.69664 16.543 15.762 14.715 14.294 14.275 0.028 0.039 0.047 AAA 2451923.5523
10.759917 -73.149028 1.1884114 1.1e-06 0.496 6000.43839 17.942 17.283 17.022 16.496 16.079 0.099 0.131 0.162 ABC 2451923.5524
10.760958 -73.8915 1.6276688 2.4e-06 0.605 6001.11147 17.682 17.025 16.708 16.407 16.108 0.063 0.110 0.156 ABC 2451923.5494
10.711333 -73.505056 1.7462369 3.1e-06 0.431 6001.08916 17.718 16.897 15.048 14.657 14.678 0.029 0.038 0.051 AAA 2451923.5509
10.711333 -73.505056 8.3964741 3.1e-05 0.521 6002.52969 15.256 14.486 15.048 14.657 14.678 0.029 0.038 0.051 AAA 2451923.5509
10.6715 -73.202056 1.990907 3.5e-06 0.576 6001.66707 17.353 16.651 15.732 15.612 15.578 0.037 0.064 0.117 AAB 2451923.5521
10.774417 -73.082222 2.5414719 2.9e-06 0.562 6001.60199 16.842 16.145 15.631 15.261 15.269 0.039 0.047 0.081 AAA 2451923.5526
10.947875 -73.3355 15.7735175 0.0001294 0.445 6007.83502 15.184 14.173 14.514 14.338 14.204 0.025 0.035 0.040 AAA 2451902.5623
10.947875 -73.3355 1.9331474 1.8e-06 0.696 6001.29853 17.39 16.631 14.514 14.338 14.204 0.025 0.035 0.040 AAA 2451902.5623
10.774417 -73.082222 1.6376934 2.7e-06 0.428 6000.05781 17.511 16.829 15.631 15.261 15.269 0.039 0.047 0.081 AAA 2451923.5526
10.947875 -73.3355 10.5271513 5.65e-05 0.408 6003.02898 15.383 14.536 14.514 14.338 14.204 0.025 0.035 0.040 AAA 2451902.5623
10.867542 -73.143972 1.5720864 3.3e-06 0.334 6000.68955 17.646 16.907 16.231 15.873 15.766 0.049 0.076 0.126 AAB 2451923.5524
10.840958 -74.04975 1.7262949 2.2e-06 0.605 6000.02671 17.739 17.028 16.69 16.169 16.095 0.065 0.089 0.177 AAC 2451923.5487
10.947125 -73.240778 3.9094518 5.8e-06 0.593 6000.91243 16.122 15.39 13.689 13.289 13.212 0.02 0.022 0.023 AAA 2451902.5619
11.049917 -74.363 1.255523 1e-06 0.603 6000.01284 18.024 17.422 16.356 16.112 16.276 0.052 0.097 0.204 AAC 2451902.5664
10.867542 -73.143972 1.8539716 2.4e-06 0.525 6001.27436 17.368 16.697 16.231 15.873 15.766 0.049 0.076 0.126 AAB 2451923.5524
11.049917 -74.363 1.1856602 1.2e-06 0.497 6000.13875 18.082 17.443 16.356 16.112 16.276 0.052 0.097 0.204 AAC 2451902.5664
10.912542 -73.038083 13.7056538 0.0001146 0.498 6010.08352 14.875 14.024 16.513 16.094 15.901 0.075 0.111 0.148 ABB 2451902.5611
10.947125 -73.240778 2.4319979 2.4e-06 0.648 6001.45538 16.968 16.271 13.689 13.289 13.212 0.02 0.022 0.023 AAA 2451902.5619
10.840958 -74.04975 1.7073291 1.2e-06 0.815 6001.26423 17.372 16.782 16.69 16.169 16.095 0.065 0.089 0.177 AAC 2451923.5487
10.867542 -73.143972 3.2622756 1.14e-05 0.742 6001.44799 16.473 15.807 16.231 15.873 15.766 0.049 0.076 0.126 AAB 2451923.5524
10.774417 -73.082222 1.3798424 1.2e-06 0.559 6000.68439 17.698 17.076 15.631 15.261 15.269 0.039 0.047 0.081 AAA 2451923.5526
10.912542 -73.038083 1.6107962 2.3e-06 0.482 6000.0054 17.583 16.918 16.513 16.094 15.901 0.075 0.111 0.148 ABB 2451902.5611
11.1275 -73.971972 1.6668112 1.9e-06 0.826 6001.20465 17.483 16.873 14.035 13.655 13.608 0.022 0.028 0.030 AAA 2451902.5648
10.936417 -74.098028 5.7479041 1.29e-05 0.61 6004.04342 15.534 14.862 15.127 14.835 14.839 0.03 0.040 0.056 AAA 2451902.5653
10.774417 -73.082222 1.6031685 3.9e-06 0.398 6000.99344 17.67 16.975 15.631 15.261 15.269 0.039 0.047 0.081 AAA 2451923.5526
10.936417 -74.098028 4.0389401 1.08e-05 0.37 6000.83 16.375 15.689 15.127 14.835 14.839 0.03 0.040 0.056 AAA 2451902.5653
10.947125 -73.240778 10.8827914 4.03e-05 0.556 6004.35159 15.213 14.354 13.689 13.289 13.212 0.02 0.022 0.023 AAA 2451902.5619
10.947875 -73.3355 4.8967347 6.2e-06 0.679 6000.28161 15.872 15.178 14.514 14.338 14.204 0.025 0.035 0.040 AAA 2451902.5623
10.963417 -73.332944 14.4264068 0.0001061 0.498 6003.15433 15.11 14.122 13.613 13.195 13.059 0.021 0.024 0.023 AAA 2451902.5623
10.997458 -73.331028 2.1379176 4e-06 0.404 6000.26196 17.57 16.769 15.946 15.65 15.647 0.045 0.073 0.123 AAB 2451902.5623
10.973583 -73.233694 1.9538168 4.1e-06 0.332 6001.41568 17.383 16.641 16.091 15.833 15.662 0.046 0.083 0.125 AAB 2451902.5619
10.976625 -73.751556 1.3705269 3.5e-06 0.68 6001.22554 17.833 17.24 15.789 15.726 15.874 0.038 0.074 0.129 AAB 2451902.564
10.988708 -73.191611 4.6543656 1.1e-05 0.42 6003.25652 16.058 15.296 14.772 14.494 14.375 0.024 0.033 0.044 AAA 2451902.5617
10.997458 -73.331028 2.4501599 5.2e-06 0.318 6002.13066 17.051 16.328 15.946 15.65 15.647 0.045 0.073 0.123 AAB 2451902.5623
11.1275 -73.971972 1.4496296 1.2e-06 0.613 6000.64713 17.745 17.097 14.035 13.655 13.608 0.022 0.028 0.030 AAA 2451902.5648
11.013083 -73.277056 3.0716983 8.3e-06 0.4 6002.92976 17.17 16.282 15.505 15.221 14.904 0.034 0.057 0.068 AAA 2451902.562
10.988708 -73.191611 1.9693619 6.6e-06 0.204 6001.10771 17.18 16.504 14.772 14.494 14.375 0.024 0.033 0.044 AAA 2451902.5617
11.013083 -73.277056 2.4735444 9.4e-06 0.204 6001.58559 17.161 16.413 15.505 15.221 14.904 0.034 0.057 0.068 AAA 2451902.562
11.013083 -73.277056 2.1757762 2.2e-06 0.778 6001.6629 17.187 16.469 15.505 15.221 14.904 0.034 0.057 0.068 AAA 2451902.562
11.023458 -73.044333 2.0266061 2e-06 0.612 6000.97526 16.873 16.342 16.026 15.666 15.634 0.045 0.074 0.119 AAB 2451902.5611
10.988708 -73.191611 1.7673241 1.7e-06 0.745 6000.299 17.428 16.724 14.772 14.494 14.375 0.024 0.033 0.044 AAA 2451902.5617
11.049917 -74.363 1.6176572 1.2e-06 0.804 6000.65606 17.264 16.679 16.356 16.112 16.276 0.052 0.097 0.204 AAC 2451902.5664
11.059458 -73.126 1.811145 5.3e-06 0.479 6000.41428 17.551 16.817 14.488 13.838 13.808 0.023 0.028 0.030 AAA 2451902.5614
11.061583 -73.348833 7.7218306 3.52e-05 0.318 6006.87614 15.568 14.715 14.139 13.756 13.647 0.02 0.024 0.024 AAA 2451902.5623
11.086833 -73.199667 1.475205 4.3e-06 0.52 6001.07991 17.744 17.087 16.347 16.286 16.101 0.057 0.121 0.178 ABC 2451902.5617
11.049917 -74.363 2.0606896 2.2e-06 0.745 6001.5448 16.939 16.345 16.356 16.112 16.276 0.052 0.097 0.204 AAC 2451902.5664
11.086833 -73.199667 1.4891608 1.2e-06 0.687 6001.44676 17.663 16.981 16.347 16.286 16.101 0.057 0.121 0.178 ABC 2451902.5617
11.086833 -73.199667 1.5566339 2.6e-06 0.345 6001.21154 17.514 16.854 16.347 16.286 16.101 0.057 0.121 0.178 ABC 2451902.5617
11.165208 -73.263306 1.6803601 1.7e-06 0.656 6000.26336 18.058 17.158 14.004 13.623 13.538 0.02 0.025 0.025 AAA 2451902.562
11.049917 -74.363 1.0733285 9e-07 0.494 6000.39365 18.26 17.601 16.356 16.112 16.276 0.052 0.097 0.204 AAC 2451902.5664
11.1275 -73.971972 1.1327172 1.1e-06 0.706 6000.13477 18.071 17.473 14.035 13.655 13.608 0.022 0.028 0.030 AAA 2451902.5648
11.111208 -73.379444 6.3004715 1.39e-05 0.586 6002.43444 16.088 15.182 14.439 14.063 13.931 0.022 0.031 0.035 AAA 2451902.5625
11.118333 -73.456778 5.7946657 0.0001229 0.072 6002.59902 16.065 15.229 14.691 14.332 14.198 0.022 0.035 0.038 AAA 2451902.5628
11.1275 -73.971972 10.4305741 0.0001338 0.171 6005.46082 15.456 14.563 14.035 13.655 13.608 0.022 0.028 0.030 AAA 2451902.5648
11.1275 -73.971972 1.7986924 2.8e-06 0.399 6001.29612 17.339 16.574 14.035 13.655 13.608 0.022 0.028 0.030 AAA 2451902.5648
11.157875 -73.136889 8.0605223 2.47e-05 0.584 6003.00367 15.17 14.411 13.823 13.468 13.467 0.019 0.024 0.029 AAA 2451902.5615
11.118333 -73.456778 1.6384967 2.8e-06 0.387 6000.0166 17.666 16.932 14.691 14.332 14.198 0.022 0.035 0.038 AAA 2451902.5628
11.1275 -73.971972 1.0984353 1.2e-06 0.588 6000.56763 18.259 17.617 14.035 13.655 13.608 0.022 0.028 0.030 AAA 2451902.5648
11.165208 -73.263306 8.8806413 0.0002382 0.062 6004.32105 15.451 14.58 14.004 13.623 13.538 0.02 0.025 0.025 AAA 2451902.562
11.172417 -73.134028 2.0200614 7e-06 0.345 6001.92482 17.501 16.71 16.308 15.996 15.878 0.053 0.093 0.150 AAB 2451902.5615
11.175417 -73.706306 1.2363777 1.2e-06 0.658 6000.69743 17.977 17.377 17.066 16.603 16.136 0.098 0.157 0.173 ACC 2451902.5638
11.182042 -73.176 1.294688 1e-06 0.654 6001.22305 17.844 17.171 16.705 16.578 16.076 0.072 0.156 0.163 ACC 2451902.5616
11.192167 -73.228194 1.8784953 2.2e-06 0.624 6001.49878 17.554 16.81 16.274 16.068 15.762 0.06 0.110 0.135 ABB 2451902.5618
11.172417 -73.134028 3.2183076 9.7e-06 0.446 6002.38634 16.789 16.0 16.308 15.996 15.878 0.053 0.093 0.150 AAB 2451902.5615
11.192167 -73.228194 1.4027251 1e-06 0.695 6001.20247 17.427 16.849 16.274 16.068 15.762 0.06 0.110 0.135 ABB 2451902.5618
11.208625 -73.358306 3.4630474 2.09e-05 0.193 6001.45434 17.28 16.449 15.873 15.457 15.494 0.039 0.062 0.098 AAA 2451902.5624
11.215417 -73.565889 3.0429353 7.3e-06 0.336 6001.32712 16.806 16.051 15.522 15.17 15.014 0.038 0.053 0.067 AAA 2451902.5632
11.165208 -73.263306 1.5806374 1.2e-06 0.77 6000.25282 17.537 16.886 14.004 13.623 13.538 0.02 0.025 0.025 AAA 2451902.562
11.4685 -73.909611 0.9436448 1.5e-06 0.477 6000.69106 18.623 17.941 17.053 16.519 16.248 0.078 0.117 0.168 ABC 2451899.5454
11.165208 -73.263306 2.7444152 7.7e-06 0.301 6001.28414 17.047 16.23 14.004 13.623 13.538 0.02 0.025 0.025 AAA 2451902.562
11.302375 -73.196389 4.3409513 7.2e-06 0.587 6001.34322 16.084 15.347 16.153 15.597 15.436 0.043 0.061 0.086 AAA 2451899.5483
11.1275 -73.971972 1.6360128 1.8e-06 0.576 6001.44735 17.323 16.712 14.035 13.655 13.608 0.022 0.028 0.030 AAA 2451902.5648
11.353958 -73.265417 4.5114318 7.1e-06 0.627 6001.67203 15.901 15.206 15.315 14.722 14.737 0.027 0.033 0.047 AAA 2451899.548
11.264833 -73.307806 10.4850576 8.02e-05 0.443 6003.71024 15.428 14.588 13.935 13.576 13.478 0.021 0.024 0.029 AAA 2451902.5622
11.2675 -73.170083 2.1960326 8.6e-06 0.248 6002.19575 17.693 16.76 16.327 16.076 15.819 0.05 0.087 0.111 AAB 2451899.5484
11.264833 -73.307806 1.6481459 3.5e-06 0.354 6000.84706 17.74 16.984 13.935 13.576 13.478 0.021 0.024 0.029 AAA 2451902.5622
11.275167 -73.288583 1.6855103 2.7e-06 0.466 6000.19449 18.162 17.242 16.273 16.075 15.844 0.053 0.093 0.124 AAB 2451899.5479
11.2675 -73.170083 1.2411402 1.3e-06 0.537 6000.99811 18.08 17.358 16.327 16.076 15.819 0.05 0.087 0.111 AAB 2451899.5484
11.264833 -73.307806 1.8591147 5e-06 0.404 6001.45505 -99.99 16.698 13.935 13.576 13.478 0.021 0.024 0.029 AAA 2451902.5622
11.302375 -73.196389 1.7191043 1.17e-05 0.573 6000.81162 -99.99 17.541 16.153 15.597 15.436 0.043 0.061 0.086 AAA 2451899.5483
11.353958 -73.265417 2.5991791 3.08e-05 0.253 6002.28286 -99.99 16.726 15.315 14.722 14.737 0.027 0.033 0.047 AAA 2451899.548
11.327625 -73.489639 1.5925642 4e-06 0.739 6001.13379 17.535 16.907 15.862 15.572 15.401 0.042 0.055 0.085 AAA 2451899.5471
11.302375 -73.196389 4.5058455 1.89e-05 0.62 6001.81694 -99.99 15.695 16.153 15.597 15.436 0.043 0.061 0.086 AAA 2451899.5483
11.325125 -73.137111 1.8692753 5.3e-06 0.43 6001.31356 17.792 16.919 16.532 16.087 16.122 0.058 0.091 0.156 AAC 2451899.5485
11.327625 -73.489639 2.2984777 6.1e-06 0.337 6001.5281 16.99 16.349 15.862 15.572 15.401 0.042 0.055 0.085 AAA 2451899.5471
11.330792 -73.225222 1.9349335 3.6e-06 0.472 6001.45139 17.335 16.701 15.428 14.791 14.593 0.033 0.038 0.045 AAA 2451899.5482
11.417708 -73.571306 1.6175124 2.3e-06 0.585 6000.28462 17.509 16.866 15.56 15.439 15.38 0.03 0.052 0.080 AAA 2451899.5468
11.40975 -73.042361 1.4573311 1.7e-06 0.557 6001.45484 17.654 16.98 16.204 15.903 15.798 0.049 0.075 0.122 AAB 2451899.5489
11.40975 -73.042361 1.5768673 1.4e-06 0.609 6001.43383 17.71 16.983 16.204 15.903 15.798 0.049 0.075 0.122 AAB 2451899.5489
11.353958 -73.265417 1.2110898 1.9e-06 0.507 6000.94257 18.456 17.655 15.315 14.722 14.737 0.027 0.033 0.047 AAA 2451899.548
11.354417 -73.196306 3.9111224 5.5e-06 0.605 6003.64501 16.276 15.541 15.124 14.75 14.658 0.026 0.035 0.046 AAA 2451899.5483
11.325125 -73.137111 1.6869481 1.7e-06 0.743 6000.84172 17.409 16.683 16.532 16.087 16.122 0.058 0.091 0.156 AAC 2451899.5485
11.325125 -73.137111 2.2434992 4.3e-06 0.731 6000.25825 17.121 16.392 16.532 16.087 16.122 0.058 0.091 0.156 AAC 2451899.5485
11.491125 -73.779639 6.4634351 2.55e-05 0.443 6000.08312 15.896 15.116 16.045 15.678 15.654 0.053 0.063 0.104 AAA 2451899.546
11.396333 -73.424972 1.2852809 6.2e-06 0.247 6001.03011 17.896 17.192 16.84 16.57 16.363 0.075 0.121 0.186 ABC 2451899.5474
11.495333 -73.385611 1.5897285 6e-06 0.342 6000.48953 18.82 17.727 14.259 13.833 13.633 0.02 0.024 0.024 AAA 2451899.5475
11.40975 -73.042361 1.8214142 5.6e-06 0.411 6001.4422 17.443 16.682 16.204 15.903 15.798 0.049 0.075 0.122 AAB 2451899.5489
11.353958 -73.265417 1.7152696 5.1e-06 0.28 6000.03765 18.089 17.183 15.315 14.722 14.737 0.027 0.033 0.047 AAA 2451899.548
11.417708 -73.571306 2.1539445 1.6e-06 0.75 6000.44044 16.783 16.208 15.56 15.439 15.38 0.03 0.052 0.080 AAA 2451899.5468
11.426375 -73.304306 2.1061802 2.6e-06 0.597 6000.3095 17.361 16.666 15.746 15.418 15.416 0.033 0.053 0.085 AAA 2451899.5479
11.432292 -73.39875 8.8488496 3.6e-05 0.397 6003.13453 15.162 14.411 13.815 13.458 13.391 0.025 0.033 0.033 AAA 2451899.5475
11.440667 -73.537528 1.5049266 3.4e-06 0.333 6001.32548 17.805 17.112 16.605 16.424 16.191 0.055 0.105 0.160 AAC 2451899.5469
11.453375 -74.319361 1.7416155 1.2e-06 0.772 6000.72869 17.364 16.77 16.228 16.01 16.143 0.05 0.087 0.165 AAC 2451899.5438
11.473625 -73.154389 1.7149314 2.3e-06 0.475 6000.99939 17.595 16.864 16.023 15.699 15.63 0.036 0.062 0.106 AAA 2451899.5485
11.4685 -73.909611 1.1803223 2.3e-06 0.314 6000.88831 18.131 17.48 17.053 16.519 16.248 0.078 0.117 0.168 ABC 2451899.5454
11.473625 -73.154389 2.2689058 2.1e-06 0.631 6000.91623 17.356 16.553 16.023 15.699 15.63 0.036 0.062 0.106 AAA 2451899.5485
11.440667 -73.537528 8.0399256 2.39e-05 0.555 6005.23005 15.297 14.566 16.605 16.424 16.191 0.055 0.105 0.160 AAC 2451899.5469
11.48325 -73.162556 1.8470682 2.2e-06 0.515 6001.25957 17.192 16.543 14.296 13.682 13.543 0.025 0.030 0.028 EAA 2451899.5484
11.48325 -73.162556 5.6391567 2.54e-05 0.277 6003.72743 16.291 15.378 14.296 13.682 13.543 0.025 0.030 0.028 EAA 2451899.5484
11.491125 -73.779639 1.1540794 1e-06 0.747 6000.04859 17.901 17.319 16.045 15.678 15.654 0.053 0.063 0.104 AAA 2451899.546
11.495333 -73.385611 8.1412143 3.11e-05 0.484 6006.11194 15.842 14.909 14.259 13.833 13.633 0.02 0.024 0.024 AAA 2451899.5475
